52,5.81504
104,5.70477
156,5.70436
208,5.70397
260,5.70359
312,5.70324
364,5.7029
416,5.70256
468,5.70223
520,5.70191
572,5.70157
624,5.70125
676,5.70091
728,5.70058
780,5.70023
832,5.69991
884,5.69956
936,5.6992
988,5.69883
1040,5.69845
1092,5.69807
1144,5.69766
1196,5.69724
1248,5.6968
1300,5.69635
1352,5.69589
1404,5.69543
1456,5.69492
1508,5.69442
1560,5.69388
1612,5.69332
1664,5.69277
1716,5.69216
1768,5.69154
1820,5.6909
1872,5.69024
1924,5.68956
1976,5.68883
2028,5.68809
2080,5.68725
2132,5.68645
2184,5.68554
2236,5.68458
2288,5.68362
2340,5.68259
2392,5.68149
2444,5.68039
2496,5.6792
2548,5.67793
2600,5.67662
2652,5.67519
2704,5.67364
2756,5.67206
2808,5.67035
2860,5.66853
2912,5.66665
2964,5.66462
3016,5.66257
3068,5.66021
3120,5.65771
3172,5.65485
3224,5.65173
3276,5.64826
3328,5.64441
3380,5.64009
3432,5.63534
3484,5.62955
3536,5.62299
3588,5.61503
3640,5.60535
3692,5.5933
3744,5.57803
3796,5.55774
3848,5.52973
3900,5.48952
3952,5.42691
4004,5.33528
4056,5.22564
4108,5.10161
4160,4.99492
4212,4.89576
4264,4.79682
4316,4.73358
4368,4.57031
4420,4.4319
4472,4.3513
4524,4.31288
4576,4.15955
4628,4.18255
4680,4.03658
4732,4.10808
4784,4.25376
4836,3.78975
4888,3.63905
4940,3.54471
4992,3.92127
5044,3.81174
5096,3.54725
5148,3.40943
5200,3.41952
5252,3.54972
5304,2.87641
5356,3.09939
5408,3.19823
5460,3.2683
5512,3.22526
5564,3.19863
5616,2.74936
5668,2.66588
5720,2.59493
5772,2.82306
5824,3.22533
5876,2.5796
5928,2.71752
5980,2.12073
6032,3.07602
6084,2.9268
6136,2.6992
6188,2.52856
6240,2.44981
6292,2.3992
6344,1.89741
6396,2.09112
6448,2.66919
6500,2.34962
6552,2.50916
6604,2.23343
6656,2.42998
6708,2.42864
6760,2.11763
6812,2.13328
6864,2.9421
6916,1.31672
6968,1.19024
7020,2.24628
7072,2.07695
7124,2.47282
7176,2.53149
7228,1.90423
7280,2.17107
7332,1.95256
7384,1.98631
7436,2.28102
7488,2.57341
7540,2.06258
7592,1.42461
7644,1.01055
7696,1.02575
7748,2.17102
7800,1.4767
7852,2.28634
7904,2.21198
7956,1.40918
8008,1.07659
8060,1.0944
8112,2.84364
8164,3.11206
8216,3.09873
8268,1.91301
8320,2.27749
8372,1.46711
8424,2.07833
8476,1.85961
8528,1.20704
8580,0.530041
8632,0.344969
8684,0.360411
8736,0.861629
8788,2.41824
8840,1.40244
8892,1.2783
8944,2.12216
8996,1.80332
9048,1.62733
9100,1.65242
9152,2.38551
9204,2.48624
9256,2.42558
9308,1.82568
9360,1.75076
9412,1.66337
9464,1.16406
9516,1.01822
9568,1.45331
9620,1.1033
9672,1.45832
9724,1.11282
9776,0.709724
9828,0.548445
9880,0.740168
9932,0.497389
9984,2.29692
10036,2.35365
10088,2.01236
10140,1.78433
10192,1.0005
10244,0.392268
10296,0.655688
10348,0.804228
10400,0.72678
10452,1.57395
10504,2.93629
10556,1.85098
10608,1.87278
10660,2.02923
10712,1.7587
10764,1.86235
10816,1.49559
10868,1.32496
10920,1.13932
10972,0.908054
11024,0.398337
11076,0.498315
11128,0.60319
11180,0.704604
11232,1.14489
11284,0.855069
11336,1.14284
11388,1.1225
11440,1.77264
11492,1.25866
11544,1.41853
11596,0.847364
11648,0.798087
11700,0.547089
11752,0.416172
11804,1.4302
11856,1.7244
11908,1.49331
11960,1.63945
12012,0.724856
12064,0.268103
12116,0.138313
12168,0.112339
12220,0.0962458
12272,0.0933073
12324,0.0844986
12376,0.0844478
12428,0.0823895
12480,0.078784
12532,0.0765746
12584,0.0745846
12636,0.0726746
12688,0.0711936
12740,0.0700027
12792,0.0688081
12844,0.06642
12896,0.0662693
12948,0.0645295
13000,0.0637879
13052,0.0636763
13104,0.062383
13156,0.0622327
13208,0.0610898
13260,0.0612923
13312,0.0601455
13364,0.0588115
13416,0.0614291
13468,0.058797
13520,0.0590265
13572,0.057963
13624,0.0583987
13676,0.0572691
13728,0.0561217
13780,0.058813
13832,0.0564371
13884,0.056345
13936,0.0565492
13988,0.0553602
14040,0.0552355
14092,0.0560857
14144,0.0545812
14196,0.0534546
14248,0.0552845
14300,0.0541267
14352,0.0545372
14404,0.0523402
14456,0.0556045
14508,0.0538918
14560,0.0538762
14612,0.0516743
14664,0.0545806
14716,0.0535358
14768,0.0531995
14820,0.0522486
14872,0.0530439
14924,0.0527189
14976,0.0521924
15028,0.0504525
15080,0.053548
15132,0.0527892
15184,0.0521007
15236,0.049876
15288,0.0527853
15340,0.0519191
15392,0.0516935
15444,0.0493747
15496,0.0530329
15548,0.0518038
15600,0.0510501
15652,0.0488391
15704,0.0525698
15756,0.051568
15808,0.050579
15860,0.0486429
15912,0.052009
15964,0.0512295
16016,0.0501165
16068,0.0473225
16120,0.0523411
16172,0.0484943
16224,0.0490237
16276,0.0492281
16328,0.0493177
16380,0.0493395
16432,0.0493136
16484,0.0492548
16536,0.049174
16588,0.0491206
16640,0.0490173
16692,0.0489717
16744,0.0488963
16796,0.0488066
16848,0.0487656
16900,0.0486924
16952,0.0482355
17004,0.0489019
17056,0.0486105
17108,0.0484833
17160,0.0483789
17212,0.0483076
17264,0.0482353
17316,0.0481659
17368,0.0481178
17420,0.0480414
17472,0.0479733
17524,0.0479098
17576,0.0478231
17628,0.0478122
17680,0.0465444
17732,0.0486556
17784,0.0478361
17836,0.0476173
17888,0.047522
17940,0.0472808
17992,0.0479212
18044,0.0475813
18096,0.0501857
18148,0.0444731
18200,0.0467899
18252,0.0392334
18304,0.0579958
18356,0.0513862
18408,0.0456687
18460,0.0462496
18512,0.0412911
18564,0.0486272
18616,0.0553607
18668,0.050453
18720,0.0417802
18772,0.0403723
18824,0.0491776
18876,0.0495229
18928,0.0493709
18980,0.0527036
19032,0.0450867
19084,0.0425504
19136,0.0461754
19188,0.0362403
19240,0.0516846
19292,0.0660353
19344,0.0464727
19396,0.0448967
19448,0.0511895
19500,0.0448301
19552,0.0434736
19604,0.0423036
19656,0.0416905
19708,0.0413369
19760,0.042025
