4,5.81053
2,5.70347
41,5.70348
25,5.69966
9,5.7032
2,5.70044
40,5.70276
17,5.70977
35,5.70699
39,5.70271
30,5.69502
4,5.70214
48,5.71175
14,5.70358
1,5.70175
6,5.69463
19,5.70241
9,5.70341
22,5.70887
40,5.70392
13,5.69057
43,5.70072
39,5.69224
45,5.69311
43,5.70324
46,5.6834
33,5.69668
37,5.70277
32,5.70891
49,5.70305
29,5.68988
27,5.70275
9,5.68708
50,5.6991
41,5.68967
17,5.7001
35,5.703
0,5.70341
20,5.6858
5,5.70964
7,5.69228
9,5.70481
5,5.70657
44,5.69629
28,5.69423
30,5.70109
17,5.69039
43,5.7017
10,5.68552
11,5.68743
9,5.67986
34,5.68714
18,5.68101
43,5.68291
0,5.69005
48,5.68517
51,5.67919
31,5.69824
1,5.67917
6,5.69055
17,5.68609
27,5.6926
16,5.68698
11,5.69161
43,5.69486
37,5.68182
37,5.68352
49,5.67578
28,5.68151
34,5.67592
0,5.67862
45,5.6657
42,5.67245
22,5.67407
33,5.67729
20,5.6568
13,5.6555
22,5.67367
9,5.6474
44,5.66042
26,5.64638
50,5.65698
4,5.67015
51,5.65134
39,5.6594
17,5.6332
47,5.63925
22,5.61041
33,5.58473
4,5.58732
3,5.55764
39,5.49481
31,5.43963
23,5.37965
23,5.03403
31,4.99771
38,5.03469
1,5.18365
20,5.13058
40,5.02711
38,5.22716
0,4.75349
22,4.92864
40,4.89693
17,4.98492
16,4.84095
33,4.75312
10,4.79251
14,4.85751
34,4.53831
11,4.85276
47,4.54713
38,4.65422
9,4.75338
34,4.62302
46,4.83874
50,4.52838
17,4.79812
9,4.38914
27,4.76792
5,4.55909
12,4.51637
43,4.73017
47,4.64053
34,4.40846
15,4.47893
28,4.69093
16,4.46893
39,4.55384
30,4.25461
22,4.2182
37,4.35833
37,4.18907
20,4.07727
19,4.3588
37,4.0718
42,4.09591
47,4.06733
21,4.2931
44,3.83528
29,3.6927
6,3.85132
3,3.93905
11,4.01608
18,3.77734
43,3.65427
17,3.84124
20,3.69698
6,3.53161
43,3.78409
7,3.48953
1,3.64064
44,3.53164
43,3.604
23,3.57409
38,3.43347
19,3.55173
47,3.59534
23,3.4352
50,3.27891
12,3.74313
2,3.39899
12,3.43547
20,3.3807
38,3.27381
14,3.08847
9,3.01928
16,3.07282
3,3.29601
38,3.20758
41,2.92189
34,3.20507
14,2.98623
32,3.19309
20,2.91969
45,3.19476
35,2.86294
15,2.8323
28,2.79481
37,3.05061
44,2.94104
12,3.04761
6,2.96757
26,2.92271
9,3.36177
35,3.13904
7,2.66079
23,2.93055
30,2.8089
33,2.95457
5,2.84605
48,2.83877
45,2.46069
2,3.17915
11,2.66826
5,2.57529
37,2.48067
14,2.41789
37,2.94187
33,2.78445
30,2.61062
20,2.27615
14,2.00771
25,2.10647
3,2.08127
31,1.97583
51,1.79749
36,1.80999
1,2.02446
28,2.04396
38,1.73637
22,2.37111
14,1.95324
24,1.87822
46,2.10015
36,2.0526
8,1.7515
40,2.31952
